[Saturday/June 08/06/2024 19:40:24] /home/mha/Videos/Udemy - React - The Complete Guide 2023 (incl. React Router & Redux) 2023-11/02 - JavaScript Refresher/001 Module Introduction.mp4 | length=109.952 | time=1.9716666666667
[Tuesday/June 11/06/2024 16:09:44] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.database.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:45] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.draw.template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:46] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.drawing.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:47] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.drawing.template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:48] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.formula-template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:49] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.formula.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:50] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.graphics.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:51] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.image.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:52] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.presentation-template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:53] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.presentation.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:54] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.spreadsheet-template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:55] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.spreadsheet.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:56] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.text-master.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:57] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.text-template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:58] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.text.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:09:59] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.oasis.opendocument.web-template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:00] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.openxmlformats-officedocument.spreadsheetml.sheet.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:01] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.openxmlformats-officedocument.wordprocessingml.document.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:02] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.rar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:03] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.rn-realmedia.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:04] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.scribus.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:05] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.sqlite3.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:06] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.stardivision.calc.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:07] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.stardivision.draw.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:08] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.stardivision.mail.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:09] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.stardivision.math.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:10] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.sun.xml.calc.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:11] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.sun.xml.calc.template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:12] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.sun.xml.draw.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:13] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.sun.xml.draw.template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:14] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.sun.xml.impress.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:15] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.sun.xml.impress.template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:16] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.sun.xml.math.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:17] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.sun.xml.writer.global.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:18] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.sun.xml.writer.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:20] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.sun.xml.writer.template.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:21] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.visio.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:22] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-vnd.wordperfect.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:23] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-wps-office.doc.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:24] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-wps-office.docx.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:25] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-wps-office.dot.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:26] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-wps-office.dotx.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:27] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-wps-office.pot.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:28] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-wps-office.potx.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:29] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-wps-office.ppt.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:30] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-wps-office.pptx.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:31] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-wps-office.xls.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:32] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-wps-office.xlsx.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:33] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-wps-office.xlt.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:34] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-wps-office.xltx.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:35] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-7z-compressed.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:36] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-abiword.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:37] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-ace.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:38] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-apple-diskimage.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:39] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-applix-spreadsheet.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:40] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-applix-word.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:41] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-ar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:42] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-arc.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:43] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-archive.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:44] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-arj.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:45] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-audacity-project.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:46] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-awk.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:47] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-bittorrent.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:48] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-blender.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:49] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-bzdvi.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:50] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-bzip-compressed-tar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:51] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-bzip.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:52] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-cd-image.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:53] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-cda.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:54] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-chm.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:55] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-compress.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:56] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-compressed-tar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:57] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-cpio.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:58] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-cue.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:10:59] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-deb.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:00] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-designer.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:01] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-desktop.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:02] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-egon.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:03] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-executable-script.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:04] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-executable.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:05] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-fictionbook+xml.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:06] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-flash-video.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:07] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-font-afm.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:08] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-font-bdf.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:09] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-font-otf.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:10] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-font-pcf.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:11] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-font-snf.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:13] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-font-ttf.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:14] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-font-type1.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:15] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-gameboy-rom.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:16] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-gamecube-rom.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:17] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-gba-rom.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:18] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-gettext-translation.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:19] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-gnumeric.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:20] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-gzdvi.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:21] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-gzip.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:22] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-gzpostscript.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:23] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-iso.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:24] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-iso9660-appimage.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:25] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-it87.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:26] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-jar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:27] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-java-applet.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:28] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-java-archive.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:29] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-java.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:30] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-javascript.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:31] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-k3b.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:32] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kcsrc.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:33] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kdenlivetitle.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:34] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kexi-connectiondata.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:35] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kexiproject-shortcut.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:36] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kexiproject-sqlite.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:37] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kexiproject-sqlite2.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:38] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kexiproject-sqlite3.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:39] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kformula.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:40] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kgetlist.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:41] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kontour.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:42] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kplato.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:43] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-krita.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:44] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kvtml.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:45] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-kword.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:46] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-lha.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:47] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-lyx.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:48] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-lzma-compressed-tar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:49] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-lzop.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:50] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-m4.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:51] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-macbinary.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:52] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-marble.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:53] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-mimearchive.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:54] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-mplayer2.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:55] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-ms-dos-executable.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:56] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-ms-shortcut.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:57] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-mswinurl.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:58] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-mswrite.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:11:59] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-n64-rom.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:00] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-nes-rom.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:01] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-nintendo-ds-rom.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:02] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-nzb.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:03] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-object.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:05] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-pak.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:06] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-partial-download.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:07] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-pem-key.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:08] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-perl.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:09] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-php.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:10] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-pkcs7-certificates.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:11] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-pkcs12.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:12] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-plasma.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:13] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-python-bytecode.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:14] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-qet-element.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:15] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-qet-project.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:16] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-quattropro.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:17] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-rar.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:18] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-raw-disk-image.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:19] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-rdata.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:20] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-root.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:21] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-rpm.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:22] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-ruby.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:23] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-sharedlib.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:24] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-shellscript.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:25] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-shockwave-flash.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:26] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-siag.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:27] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-sif.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:28] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-skg.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:29] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-skgc.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:30] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-smb-server.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:31] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-smb-workgroup.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:32] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-source-rpm.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:33] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-sqlite2.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:34] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-sqlite3.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:35] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-srt.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:36] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-srtrip.svg | length=0 | time=0
[Tuesday/June 11/06/2024 16:12:37] /home/mha/.local/share/icons/PlasmaXDark/22x22@2x/mimetypes/application-x-subrip.svg | length=0 | time=0
